72	1	a	Small, fun to play racing game with guns. Nothing like original, but fun in its own way. Steering could be better, opponent AI could be better (there's no real AI, it all depends on difficulty and on harder races they'll turn you into dust on lap 1, and lose horribly on beginner level). Races typically last around 1 minute. Powerups are contained in boxes, some boxes have more health than cars and you can't directly aim at them, while most get destroyed (opened) in 1-2 hits.  Overall, the game is fun. Just don't bother trying to get 100% achievements, its quite long and boring.
864	0	a	While the game itself is fun, it's a horrible port. It's definatly gamepad focused so there's no excuse why the menues can't be controlled with a gamepad. It's also very poorly optimized.  Don't buy this, buy the excellent Trials Evolution instead, which is a far better game and has all the things this game is missing.
2219	0	a	Retro City Rampage looks like a throw back to the NES games, it sounds like a throwback.  But it doesn't play like one. RCP grabs almost everything that was rad during the 90's quotes, movies, games and slaps it into one box, that if was released during those times would have caused many children to die of cardiac arrest.   Unfortunately being bombarded with 90's references via storyline, background foreground etc and so on gets a little tired. It's the equavilent of a dubstep, raveparty on acid while injecting absinthe atop of an Euthanasia coaster.  When I muster the strength I turn it on for a short period so I don't have to use my NES emula.................Nintendo Entertainment System.  2.5 out of 5 chiliwigs
4119	1	a	 Early Access Review
510	1	a	â¥â¥â¥â¥ wreckfest  i can play this â¥â¥â¥â¥ forever    O L D T I M E S :')
4851	1	a	 Early Access Review
405	0	a	This was pretty obviously made by people who loved the hell out of Re-Volt on the Dreamcast. As well they should, because Re-Volt owned. This one tries but is a little too buggy and unpolished to make the mark. There's a good variety of cars but the tracks are pretty samey, with no good gimmicks or unique features and some frustrating invisible walls. The drifting mechanic is also pretty weird and stiff if you're used to Mario Kart, but I got the hang of it eventually. Races aren't too hard if you keep buying and upgrading new cars, though it should be mentioned that there's zero rubberbanding, which is both a blessing and a curse. If one CPU driver pulls away from the pack he can be impossible to catch, forcing a restart if you want gold. Most races are basic time trials or eliminations, but there is one neat one called Evade where the track is covered in mines, and the last place car is eliminated every 15 seconds. Those races are more about driving carefully than fast, and they can be pretty intense. It's not a bad game, just an unpolished one. I got all the way through it but I wouldn't recommend it unless you are dying for an arcade racer right now.
4599	1	a	 Early Access Review
831	1	a	Do yourself a favour and buy an Xbox controller to play this game!
5454	1	a	 Early Access Review
4974	1	a	 Early Access Review
1581	0	a	It's incredible how bad this game is, i won't even test it again to write this review...
62	1	a	'Rip-off of Death Race' 'Not as good as the original' 'The xbox controller settings suck'... I don't care this is a â¥â¥â¥â¥ing fun game!!!
3177	1	a	 Early Access Review
5268	1	a	 Early Access Review
4181	1	a	 Early Access Review
5748	1	a	 Early Access Review
2487	1	a	If your 35 like me you will love this game. It reminds of the old games in the day and this game actually is better than those games. Look and feel of the NES times, game play like a modern game.
3178	1	a	This game is a great game lots of friendship enders
4024	1	a	 Early Access Review
1224	0	a	I lasted 10 minutes. How long will you last?
3265	1	a	 Early Access Review
4297	1	a	 Early Access Review
4158	1	a	 Early Access Review
1014	1	a	it was very lag in win7,but it was fun
1100	1	a	Pros, great NFS game, good selection of cars, mad nitro boosts, cant total car easily. Cons terrible performcance on PC, designed for console, terrible story and actors, repetative. Overall awesome game, play it now! You will hopefully shrug off the cons and enjoy the game for its fast paced racing.
4322	1	a	 Early Access Review
1568	0	a	Its just so incredibly boring, nothing like the originals.
5390	1	a	 Early Access Review
2421	1	a	GTA in 8-bit Absolutely fantastic game If you grew up with arcades, console and movies of the 80s and 90s then you'll love this game
3164	1	a	 Early Access Review
1324	0	a	This game doesnt deserve the flatout name for sure, the game doesn't feel or look like a flatout game, some of its maps are good, arena mode has to be the best of all modes but yet nothing compared to the real flatout, handeling is bad, crashes are bad, jumps feel terrible, visual damage is meh, cars are meh, multiplayers doesnt seem to work, graphics are blelow standards of its time and heavyish, and most of the stunt modes are crap, the game had potencial, maybe if they refined some stuff and fixed the game bugs it could be something good, but wat it really did was ruin a great franchise... I Just got this game bc the flatout complete pack was the same price as this game and it was included, otherwise i would never buy this game.
5112	1	a	To me, this game is only fun when playing with a full lobby of friends.
316	1	a	this game gave me two erections 10/10
3473	1	a	Pure addictive chaos! High skill caps and fast-paced gameplay make this title on to watch out for! I'm not so sure I'd like this game as much as I do if I didn't have plenty of active online friends AND a YouTube channel with a few fans who are willing to watch me fail at it... :P Nonetheless, it has Steam Workshop support and that's always a major key in a game like this. :D Be sure to pick this game up with a few friends ESPECIALLY if it goes on sale and you'll probably have a blast! :) GLHF.
4947	1	a	 Early Access Review
3821	1	a	 Early Access Review
2701	1	a	 Early Access Review
3056	1	a	 Early Access Review
3325	1	a	 Early Access Review
5922	1	a	 Early Access Review
1071	1	a	doesn't work for me in multiplayer mode I join the acc but throws reason CD key do something that operates here need some aktyvation code
302	1	a	This game is pure magic from the moment you strap on your codpiece to the moment you blow up the moon 
113	1	a	Bunny Hop Simulator with chillout soundtrack
675	1	a	How to winzip a car lvl 1000 :D
4933	1	a	 Early Access Review
3374	1	a	 Early Access Review
3766	1	a	 Early Access Review
