2464	1	a	  The only game where you can get fishing bait and fishing rod for approximately 100$ per each item..LOL  12/10 wanna fishing again
3123	1	a	 Early Access Review
1629	1	a	This series was a glimpse to the upcoming Amnesia: The Dark Descent. First part had a lot of thrilling moments throughout the game, good storyline and character movement. Loved playing this game and would recommend it! 8/10
5985	1	a	 Early Access Review
5747	1	a	 Early Access Review
4433	1	a	 Early Access Review
5269	1	a	 Early Access Review
4843	1	a	 Early Access Review
5447	1	a	 Early Access Review
1087	1	a	good old fashioned zombie-killah :)
583	1	a	I rate it 9/11 its a solid game some glitches here and there and crashes but putting that aside, Got it for free, Gave it a try and it was pretty interesting, I mean if you want a short game thats pretty wack and some what fun its a game to get.
2627	0	a	While I enjoy the story of this game I cannot overlook the constant crashes and bugs that abound in this poorly ported title, especially given the $25 USD price tag.   My game freezes about 5-10% of the time when checking side quests. Random freezing during loading screens. Performance issues on a beefy rig when running windowed. Unable to interact with required doors/objects during certian missions.  Issues while driving that cause my tires to sink into the road bringing my car to a sudden stop.   Also, this game is locked to 720p which can be fixed with the dpfix mod but installing that brought about an issue where the game freezes when I tab out.   If my friend did not want to watch me stream this game I would have already deleted it within the first hour of gameplay.   TL;DR : Great story, amusing characters in this Twin Peaks inspired game but bugs and crashes make the game nearly unplayable. Not worth the price. 3/10
5574	1	a	 Early Access Review
3539	1	a	 Early Access Review
187	0	a	a bunch of wax dummies get murdered by damiatian from the omen, listen to black metal and meditate while playing this and your chakra will allow you to communicate with satan as you contemplate the abyss of the inferno society clings to. I stopped playing when your mom tells you to clean your room, hit too close to home.
4477	1	a	 Early Access Review
5081	1	a	 Early Access Review
5234	1	a	 Early Access Review
3530	1	a	 Early Access Review
3340	1	a	 Early Access Review
1283	1	a	I always find it fun to be terrified by naked dudes.
1612	1	a	  The most important fact here is Penumbra isn't a Amnesia game!     Originally posted by  Frictional Games :
1120	1	a	The camera is a bit dizzying at times and the controls take some getting used to, but the graphics are great and the arcade gameplay is bang on.   It took me two years to figure out that since the game requires you to manually select your video card model from a drop down list in order to wok, upgrading or changing your card after you've installed the game will cause it to break. I manually selected my actual graphics card, and voila, after two years the game finally works. Nobody got back to me and the forums came up dry on this issue. Gave it a bad review at the time because of this.
3819	1	a	 Early Access Review
1529	1	a	Unbelievably enjoyable. It will make you think as well as make you panic. It's also not that expensive.
1714	1	a	Really good story I have to say. I played it through and I enjoyed. Join to journey and play Penumbra Overture :).
