1	1	a	A fun mini golf game. pretty good and somewhat addictive. It has multiplayer, but unfortunatly only local, online multiplay would be nice so that you could play against friends online.
3	1	a	As crazy golf games go this takes some beating, and it is amazing with nividia 3d vision. Well worth a download.
5	1	a	This game you only want to buy it if you are planning on having friends or family over. There is no online multiplayer, only local. The last thing I like to do in this game is to learn all the hole and ones and then play my friends without telling them where they are lol.
7	1	a	Like mini golf? Well then you're going to love this game. It does a great job simulating it with some good humor , this game is great for all ages. The holes to be played aren't too hard, and its just a great casual game that is fun all around. Highly recommended!
9	1	a	Why is this hole a Par 2? Why am I at +38? Why am I still here? WHY DOES THE BALL ALWAYS STOP JUST SHORT OF THE HOLE? WHY AM I RECOMMENDING THIS GAME?!
11	1	a	this game is very good and have lot of fun
13	1	a	IT'S 3D GASP IT'S ULTRA GASP IT'S MINIGOLF GASP IT'S AN ADVENTURE... ...AND IT'S DELUXE!... ...But it's a cool game...
15	1	a	This is the coolest game that I've ever played. Me and Joe just spent 115 minutes in one session playing the local multiplayer, and i can say, without a doubt, that this is my alltime favourite game and i recomend it to anybody that has friends.   21/10
17	1	a	Basically the most amazing game ever.
19	1	a	UPDATE 9/28: revived by necromancer. game is OK, but I definitely had more adventures in the hellish afterworld than I did playing Mini Golf in Mini Golf Adventures  UPDATE: still dead  i'm dead
21	1	a	Good, fun game to play to cool off from all that pwning you've been doing!
23	1	a	its a nice game i would like too play the followerupper on pc.  but its not worth 10 euros. paid the full 10 and got 4 hours of play maybe its more worth if you got multiplayer but for a solo game its not worth it and difficulty sucks, first time i got +37 on the campain and secon -9 so ofc its all about learning the maps but the ai dont adjust and you cant change diff, the ai alwyas end up with 10-20+
15	0	a	Another Dejobaan title that starts with Aa... or something similar to keep it high on a list alphabetically. This was fun for about two levels and then it quickly loses any luster.
16	0	a	Can't recommend it for the sole reason that the semi-sequel AAAAA for the awesome is the exact same game but has more levels.
25	1	a	I really enjoyed this game, mostly because of its originality; most games aren’t about skydiving off buildings. I’ve come back to play it for a while, I want to say I’ve got about 2 hours into it. At this point, I need to replay some levels to get more points to unlock more stages, so I doubt I’ll play it again and beat it, but it was fun for the low price of whatever I got it for. Overall, I would recommend this if it’s cheap enough.
27	1	a	Thanks to   AaAaAA!!! A Reckless Disregard for Gravity   I got all the hugs and kisses I never got as a child!
19	0	a	Clever title, clever mechanics, clever bits of story/extra material.   There isn't too much more that's good about the game. While it's fun to play for a bunch of the levels, it slowly decends to a kind of perfectionist/point ♥♥♥♥♥ style of gameplay where you can only advance if you play previous levels to excess to get more teeth (in-game currency) and allow you to unlock more levels. I wouldn't mind so much if the teeth values for most levels were significantly lowered, but having to play and 5-star the easiest level 200 times to unlock the next level is tedious. Other than the occasional ARG content, it's not worth playing past a certain point mid-way through what's available and leaves much to be desired.  If you really want to play it: unlock all the little extra videos/audio content first, then see how far you can get. The extra little tidbits are genuinely hilarous by virtue of surreal humor.   Generally: give this a miss.
29	1	a	Make sure to base jump safely, taking all the usual precautions, or you might contract a disease.
20	0	a	halfway decent game, worthy of about two to ten hours of playtime, possibly more for those with ocd.  however, this was dejobann's last finished product and they have been selling only incomplete games for the last six years.  this game isn't so bad but it is not worth more than a dollar.  i wouldn't support dejobann games if i were you because they stopped completing projects about six years ago but they sell them all for full price.  this game may be a finished product but everything they have done since is nothing but one rip off after another.  beware: the developers/publishers of this product are robbers. no other product that they are selling is worth buying. and this one is over priced even at 80% discount.  you have been warned. 
31	1	a	First of all: The title is awesome and it's a great example for the kind of humor that Dejobaan Games stands for. Now, what is this game about? There's no real story to speak of. You are some guy, who does BASE jumps from very large buildings. Don't mistake this game for some sort of simulation though, you don't just jump off of real skyscrapers, but rather interesting and fictional constructions and there is quite an array of things to do on your way down. The game is very highscore oriented, so the most replay value comes out of reaching the best score you possibly can on each level and while that could sound dull to some, I really enjoyed playing it.
33	1	a	My Take: A frantic paced game where you attempt to reach perfection on each level and will not rest until you have five stars. Rude gesture to all the protesters out there.   Graphics: Simple polygons, but everything is distinctive enough that you can make out what's what during high speeds.  Sound: Enough entertaining noises to distract you from how annoyed you are.  Music: Not good enough to listen to on its own, but well suits the pace of the game.  Controls: Standard look and movement bindings, but I should figure out better bindings for the other actions. I end up accidentally pressing a wrong key at inopportune times.  Did I Finish It: Not 100%, but I got to the end.  Will I Play it Again: Depends on how much content is in AaaaaAAaaaAAAaaAAAAaAAAAA!!!, which I have yet to play. It's is supposed to have the same levels remastered, so I'm going to say no.  Should You Buy It: If the above holds true, they're the same price so don't bother.
35	1	a	AaAaAA!!! is a strange and unusual game. The premise being simple, score points by being wreckles while you base jump from floating structures. The gameplay is simple enough, control your decent, gain as many points as possible by 'hugging' and 'kissing' strucutres, hitting scoreplates and flipping off protesters.  Part of AaAaAA!!!'s charm is that it's completely tongue-in-cheek as far as 'the man' goes. It's a strange game that no one else has really managed to pull off with a correct mix of apathy for political agendas.  Even the title theme gives a good hint as to the attitude of the game. While it may be oler, it's still a great experience to hop on every once in awhile and stands out as a shining unique experience.
37	1	a	Great music, good idea behind the game but hard to master.  Why? Because if you want to make good scores, you have to be precise and avoid crashing on the buildings.  This game is about jumping from the top of a building (or a mountain or anything else) and to pass near every obstacle, to make a tag, to flip the bird or to make a cool gesture, to break plates with points on them, etc etc..  The graphics are good but the real strong point of this game is the music. Dat soundtrack.  Anyway, I really enjoyed that UFO from Dejobaan... if anything, it's thanks to Aaaaa that I played other games by them like Drunken Robot Pornography or The Wonderful End of the World.  Really recommended for fun.
39	1	a	Just cool :)
41	1	a	if you contemplate suicide. this game is not for you.
22	0	a	Get the remastered version.
43	1	a	The greatest 'slamming into everything' simulator ever.
45	1	a	A definitely unique and fun game. Difficult to fully complete, though.
47	1	a	not bad for the price. fast and addictive. it makes you want to replay the level over and over again.
49	1	a	I love it. It's a nice adrenaline rush with good difficulty and a quick reset. Also, it's zainy... TEETH!
51	1	a	I must say this game isn't bad at all. Think of it as a bungee jumping game where it focuses on you falling down and touching surface for extra points. You earn currency to unlock different stages as well. Although, I do wish there were more achievements, because there isn't much...
