608	1	a	its looks like GTA online free to play style
9297	0	a	clunky, horrible anmations, gameplay is slow, drawn out, and hitboxes are broken with little to no appropriate sound effects.
915	1	a	Free 2 Plays are the great.
7113	0	a	It sucks now... why? BECAUSE OF THE STUPID LAUCHER REFUSING TO WORK! Don't waist a total of 2 hrs of repairs and stuff plus solutions are useless. END OF STORY
4526	0	a	Worst 'free to play' game ever. Dont you even try playing this piece of poop. It will suck all your money.
4947	0	a	I got perma banned for nothing. Garbage game never want to play again. I do not reccomend anyone to play this, I put tons of money in the game and they banned me for no reason....
1464	1	a	I chased the Pink Nixon and found he was indeed a crook.
5983	0	a	I have Mafia II, why did I play this?
10519	1	a	Very fun game, requires much aiming, much skill. The one game where snipers are respectable.
1492	1	a	my nsame is Jeff
8489	0	a	I really like the customization,but it's too PayToWin. You can't just spend 100$ on a game.
5158	0	a	it was so bad, i couldnt even get on the game the 16 minutes ive played was on the installing screen and then when i wanted to exit the game i couldnt even exit it i had to force close steam or restart my computer
2879	1	a	This is both the game I've had the most fun with but also the game I've been most frustrated with. It's great fun if you're playing in a party of 4, but playing solo or in any less than a group of 4 can be very aggrivating. If you have friends who can play with you, play it - otherwise, you'll just hate it. Also, a large amount of people hack.
1397	1	a	Amazing game, the only bad thing is it gets board over time.
1081	1	a	Now, I bought this game back in 2009. Yes, bought. $50, spent another $10 for 30 days of action district time. I had managed to obtain 6 months worth of action district time by selling Portal themed vehicles in the marketplace for subscription currency (it wasn't illegal, they had actually made a system for it). When this game was revived by GamersFirst, all of us who bought this game retail only got our original characters back as compensation. But... all of our character stats had been wiped. Why am I telling you this? So you'll be surprised to say that, despite being screwed over, this game is still addictive and fun enough to still jump back in and play from square one. Its an exceptionally fun game if you play with a good group of friends or a clan and use voice communication as well. Tactical team gameplay is a must for this game. If you have a coordinated team of players who use excellent gameplay tactics, you will hardly ever lose. A recommended download.
2336	1	a	It has nice graphics and all but the citizens are wierd lookings has a lot of bugs like the bug that i have that its like a screen multi color thing but i reccomend it
1236	1	a	Okey heres the deal, this game is a hackers sandbox....with potential. All the old players understand that this game is good, it can be played for free even if its not ideal, and the customisation is what realy sets this game apart, but them hackers tho  Honestly when this game has cleared that problem up then this game will be great again, for any old player has played those matches without hacks were genuine skill were what counted and enjoyed them
7180	0	a	The game is not bad but...  It is hyper casual; bullet drop/damage are completely silly. If you are looking for a tactical team based competative shooter with realism and skill continue your search or I recommend CS:GO. If you want to have fun screw around and just blow stuff up and play grand theft auto for free, this is your game.  The review may seem harsh but it isn't a bad game just know what you want from your games and play it!
9600	0	a	- It takes too much time to master the controls - The quests are boring - The controls are quite complex and should be simplified - Its difficult to navigate to the easier areas of the map - You'll probally never get a horse  - Its fun to play for the first 5 hours
2752	1	a	I recommend this with the stipulation that your computer is better than average. This is a performance-intensive game, but it is worth it. The city of San Paro is beautiful, and the customization options you have for your characters and vehicles are remarkable. When a massive traffic jam causes problems, it can make for engaging gameplay - or it can bog down a subpar RAM setup.  It's a freemium game that under-delivered on the promises made by the original APB. While it is not a perfect game by any stretch, the interactions and gunfight scenarios available to you in the given setting are fantastic. This was GTA Online before there was a GTA Online. It's worth trying, at the very least.
7521	0	a	â¥â¥â¥â¥ game. pay to win and even then you will have trouble due to the abulity to use hacks like aimbots. to many people use them in this and the admins do nothing about it. worst game iv played.
7901	0	a	Rip off of Saints Row. Enough said...
4950	0	a	Tried logging on again after a few months, my character gone and game support is doing nothing to get my character back. Game is also broken, from it's server lags and greedy game developers (approximately $30 for one gun!). The game is pay 2 win, barely any customization for free users. Would not recommend this game!
9632	1	a	This game is good to pass some time and to play a fun not to big rpg
1505	1	a	Well... not bad, not much good... I think you just need to try it...yeah...  SCORE: 69/100 (I guess)
8756	0	a	Poor Tutorial, no player base.
5909	0	a	.!.
5099	0	a	The only reason i got this was because i didn't bother to spend any money and want to practice driving for my driving test because i thought it would give me some level of experience.           I failed the test
4674	0	a	 A genuinely awful game.
9115	1	a	I would recommend this game mainly because of the great crafting systems it has and is more, 'Oh, you want this? well too bad, either go make it your self or have a tech build it for you.' That might scare so people off, but for people like me who love that sort of game then you might anna give this a try. I also see alot of peopel complaining of slow download times and game crashes, i never had the game crash on me at all and got this thing done downloaded and playing in under 30 minutes, which for me is fast. Another thing Fallen earth does that i like is the fact you can either be in 3rd person or 1st, i for one enjoy it in first person, but to each there own i guess.
5503	0	a	wasted a minute and a half of my life downloading this game, to waste another 20 minutes getting the game to even start, to waste another 30 minutes trying to figure out why i had a blank black screen but could still hear the game sound, to finally waste another minute in a half figuring out that this game is not windows 10 compatible.....
2837	1	a	If your computer is from the â¥â¥â¥â¥â¥â¥â¥ future then you'll love this game. Luckily, I'm Christopher Lloyd so...yeah.
6946	0	a	The best part about this game is uninstalling it. &lt;3
189	1	a	One of the most entertaining games i have seen in years. lots to do, you can do missions with friends, or just mess around!
