267	1	a	nice game ...great game
384	1	a	The best game I played
2724	1	a	One of the best shooters ever made. No levels, no accessories for your guns, no 'cheat' guns... just you and your skill.  Lots of hours spent in this game and so much fun I have had with it.   8.5/10  -----------------------------------------------------------------------------------------------------  Uno de los mejores shooters de la historia. No hay niveles, ni accesorios, ni armas 'chetadas'... solo tÃº y tu habilidad.  Muchas horas jugadas en este juego y me he divertido mucho con Ã©l.  8.5/10
1361	1	a	I love this game because way to give headshots better than cs go and sometimes players in the severs calling me hacker if they dead by me Imfaooðððºð¿ððºð¸
3626	1	a	  fire in the hole
4318	1	a	This game may be old but its still one of the best games on steam.
2717	1	a	very cool game
685	1	a	Going 1 time, you won't be able to stop!
1350	1	a	My Love â¥
3660	1	a	Very nice game ma friends, you can shoot peiopple and duck veri nice, jumping is aLLso avibiible very nice. i give 5 out of 4 stars tri it out
2803	1	a	CS:GO IS THE BEST &lt;3.
1264	1	a	counter strike 1.6 !
4624	1	a	Old but Gold!!
1684	1	a	 Counter-Strike, in all of its versions, is just a great FPS game that anyone can enjoy. It's a great game and all, you just can't stop playing it, you can just sit and play with your friends for days without stopping from doing it. The huge weaponry options, which you can choose, the smoothness of the gameplay and sound of the game, it's just really addicting. With this game, I've met so many different people and unique friends. This game is literally G(OLD). I recommend this masterpiece to all the passionate Action &amp; F.P.S. players who are looking for a good, cheap and fun game to play with their friends. All I can say, as always: Good Luck &amp; Have Fun! &lt;3  10/10 
4946	1	a	Recommend!
4736	1	a	better than cod
2729	1	a	This game is so good man 10/10 IGN Even 'Counter Strike Source' is more dead than this even here in 2015 its still funny Man trust me so funny!
1980	1	a	like cs:go, but worse graphics
4090	1	a	Classic.
722	1	a	classic, thats all i can really say! its classic!
968	1	a	The most favourite game of mine :D
3903	1	a	1 of my favorite fps games
3854	1	a	.
230	1	a	  Old but Gold
482	1	a	An old game but it keeps you in it :D
1560	1	a	Am I really writing a recommendation for this game?  Counter-Strike  or CS 1.6  is a classic game which started off as a Half-Life 1 mod way back in late 1999, and was later sold in 2000 which required both Half-Life 1 and the game itself. Where as now, you only need the game itself on Steam.   Counter-Strike was one of the biggest multiplayer FPS games ever made, due to it being playable on many computers, and just an overall really fun game. It has no doubt made a huge impact on the world of FPS. Especially in the competitive scene such as e-sports where 1.6 is still being played today.  However, it has aged. A lot. Especially in comparison to Counter-Strike: Source. So a lot of maps are quite spacious and don't look as realistic as many would expect to todays standards.   I actually prefer CS:S over this game as I just like the feel of it more.  I honestly don't know why I'm reviewing this game, as I'm sure everyone on my friends list here has played it. But just incase you're that one odd person out that for osme reason hasn't played it - try it out, and see whether you like it or not. 
1741	1	a	:)
4751	1	a	its really nice game i know its old but its really still batter than call of duty
3388	1	a	the best game
1938	1	a	bestgamew0rld
1035	1	a	Great game for all.
1562	1	a	Despite all the yuears that have passed , Counter-Strike is still one great online shooter that is fun and challenging to play . However be warned : You will be killed countless times until you master this game .  Final Score : 8/10 ( Great )  Full video Review :  https://www.youtube.com/watch?v=ap_HeTcwY2c 
202	1	a	No cases No skins 100% Clasic Great Game 10/10
3699	1	a	I playing CS 7 years and it is my favourite game
4101	1	a	Best game of all time!
3861	1	a	The game is the ultimate FPS challenge for the most skilled FPS players, If you think you got what it takes, GL HF
1575	1	a	very good game, you should try it :D
974	1	a	the best game ever!
1988	1	a	  ....
3055	1	a	Great game, best cs
4441	1	a	
1130	1	a	The birthplace of a great idea.
1876	1	a	Best FPS game of all time 10/10
530	1	a	most awesome game ever.  i play it since betas in 1999.   keep on rockin'!
3083	1	a	Lets do it as we all wish to do it : 1. Download it 2. Play it 3. Enjoy it 4. Dont hack it 5. Become a pro 6. Represent your clan 7. Represent your country  ENJOY !
3988	1	a	Amazing game ... cs forever...will never let u die \m/
4359	1	a	The multiplayer FPS that started it all. Might be a old game, but its better than COD, also, even though the graphics are â¥â¥â¥â¥, that doesnt mean the game is. Instead of picking your loadout, you get in-game money to buy weapons from a menu. There are no attachments to the weapons. There isnt THAT much to say, but its still very good. Final Verdict 10/10 Classic.
3691	1	a	Really nice game
896	1	a	This is the Best Game i ever played in my life
